pairIdx	entry	syn	pressure_entry	syns_WordNet	WNpressure_entry	WNsenses_entry	WNsenses_syn	syns_WNExt	WNExt_word	DiachrD_entry	DiachrD_syn	DiachrDG_entry	DiachrDG_syn	DiachrDG_pair_avg	DiachrDG_pair_avgstd	FO_entry	FO_syn	FE_entry	FE_syn	EnoughFreq	FGO_entry	FGO_syn	FGE_entry	FGE_syn	FEv_entry	FEv_syn	Lev	SDO	SDE	Div	SDGO	SDGE	Dec_avg	Dec_avgstd
15	absolute	dogmatic	22	False	7	5	3	False		0.75	0.9304812834224598		avg	syn		971	66	651	29	True	3	0	3	0	0	0	8	0.86130203	0.82413553	-0.0371665000000001	far	mid	LPC	LPC
16	absolute	lordly	22	False	7	5	2	False		0.75	0.9690721649484536		avgstd	syn	syn	971	71	651	8	False	3	1	3	0	0	-1	7	0.95169027	0.98099956	0.029309290000000043	far	far	LD	LPC
17	absolute	unconditional	22	False	7	5	3	False		0.75	0.8235294117647058					971	32	651	44	True	3	0	3	0	0	0	11	0.66708442	0.74023903	0.07315461000000001	mid	mid	LD	LPC
18	absolute	commanding	22	False	7	5	1	False		0.75	0.7951807228915663					971	373	651	147	True	3	2	3	1	0	-1	10	0.98939175	0.990562	0.0011702500000000393	far	far	LPC	LPC
19	absolute	overbearing	22	False	7	5	2	False		0.75	0.941798941798942		avgstd	syn	syn	971	27	651	27	True	3	0	3	0	0	0	10	0.94283146	0.95401806	0.011186600000000047	far	far	LPC	LPC
20	absurd	anomalous	17	False	8	2	1	False		0.6754966887417219	0.9637305699481864		avgstd	syn	syn	554	52	345	121	True	3	0	2	1	-1	1	8	0.75672816	0.8793765	0.12264834000000002	mid	mid	LD	LD
21	absurd	ludicrous	17	True	8	2	2	True		0.6754966887417219	0.9130434782608696		avg	syn		554	130	345	94	True	3	1	2	1	-1	0	8	0.6477714	0.62939042	-0.01838097999999999	mid	close	LPC	LPC
22	absurd	ridiculous	17	True	8	2	3	True		0.6754966887417219	0.7654320987654322					554	397	345	540	True	3	2	2	2	-1	0	9	0.3754845	0.33975916	-0.035725339999999994	close	close	LPC	LPC
23	absurd	chimerical	17	False	8	2	2	False		0.6754966887417219	0.9637305699481864		avgstd	syn	syn	554	18	345	4	False	3	0	2	0	-1	0	9	0.6616513	0.79306346	0.13141216	mid	mid	LD	LD
24	absurd	senseless	17	False	8	2	4	False		0.6754966887417219	0.8304093567251463					554	157	345	97	True	3	1	2	1	-1	0	8	0.66904469	0.70254494	0.03350025000000001	mid	mid	LD	LPC
25	absurd	erroneous	17	False	8	2	1	False		0.6754966887417219	0.7654320987654322					554	77	345	67	True	3	1	2	0	-1	-1	9	0.59911071	0.69448201	0.09537129999999994	close	mid	LD	LPC
26	absurd	inconclusive	17	False	8	2	1	False		0.6754966887417219	0.8636363636363636		avg	syn		554	4	345	46	False	3	0	2	0	-1	0	11	0.65247485	0.81577098	0.16329612999999998	mid	mid	LD	LD
27	absurd	monstrous	17	False	8	2	3	False		0.6754966887417219	0.7730061349693251					554	206	345	165	True	3	2	2	1	-1	-1	7	0.5494629	0.71704392	0.16758101999999997	close	mid	LD	LD
28	absurd	stupid	17	False	8	2	3	True	ridiculous	0.6754966887417219	0.75					554	412	345	1510	True	3	2	2	4	-1	2	5	0.67818854	0.60840666	-0.06978187999999996	mid	close	LPC	LPC
29	absurd	false	17	False	8	2	10	False		0.6754966887417219	0.7804878048780488					554	1032	345	932	True	3	4	2	3	-1	-1	5	0.70281472	0.80269912	0.09988439999999998	mid	mid	LD	LPC
30	absurd	incorrect	17	False	8	2	4	False		0.6754966887417219	0.7096774193548387					554	32	345	127	True	3	0	2	1	-1	1	8	0.59389936	0.73281645	0.13891708999999997	close	mid	LD	LD
31	absurd	unreasonable	17	False	8	2	2	False		0.6754966887417219	0.7261146496815287					554	224	345	122	True	3	2	2	1	-1	-1	11	0.49010188	0.62407008	0.13396819999999998	close	close	LD	LD
32	absurd	foolish	17	False	8	2	2	True	ridiculous	0.6754966887417219	0.7654320987654322					554	780	345	488	True	3	3	2	2	-1	-1	7	0.50723193	0.50956423	0.002332299999999954	close	close	LPC	LPC
33	absurd	infatuated	17	False	8	2	1	False		0.6754966887417219	0.941798941798942		avgstd	syn	syn	554	37	345	32	True	3	0	2	0	-1	0	8	0.84926187	0.85702944	0.007767570000000057	mid	mid	LPC	LPC
34	absurd	paradoxical	17	False	8	2	1	False		0.6754966887417219	0.8888888888888888		avg	syn		554	38	345	59	True	3	0	2	0	-1	0	10	0.67881244	0.71209933	0.03328689000000007	mid	mid	LD	LPC
35	absurd	irrational	17	False	8	2	2	False		0.6754966887417219	0.8023952095808383					554	39	345	232	True	3	0	2	2	-1	2	9	0.56348893	0.54627047	-0.017218460000000047	close	close	LPC	LPC
36	active	agile	20	False	5	14	2	False		0.7878787878787878	0.9473684210526316		avgstd	syn	syn	1357	40	1158	57	True	4	0	3	0	-1	0	3	0.75620352	0.91501674	0.15881321999999998	mid	mid	LD	LD
37	active	energetic	20	False	5	14	2	False		0.7878787878787878	0.7804878048780488					1357	235	1158	203	True	4	2	3	1	-1	-1	8	0.51851984	0.70095234	0.1824325	close	mid	LD	LD
38	active	sprightly	20	False	5	14	1	False		0.7878787878787878	0.98989898989899		avgstd	syn	syn	1357	33	1158	8	False	4	0	3	0	-1	0	8	0.84789618	1.06263849	0.2147423100000001	mid	far	LD	LD
39	active	alert	20	False	5	14	3	False		0.7878787878787878	0.8023952095808383					1357	256	1158	278	True	4	2	3	2	-1	0	5	0.71527075	0.77003403	0.05476328000000008	mid	mid	LD	LPC
40	active	expeditious	20	False	5	14	1	False		0.7878787878787878	0.8505747126436781		avg	syn		1357	30	1158	8	False	4	0	3	0	-1	0	9	0.90620349	0.88557601	-0.02062748000000003	far	mid	LPC	LPC
41	active	prompt	20	False	5	14	3	False		0.7878787878787878	0.8165680473372781					1357	264	1158	46	True	4	2	3	0	-1	-2	6	0.65381253	0.85882247	0.20500994000000006	mid	mid	LD	LD
42	active	brisk	20	False	5	14	3	False		0.7878787878787878	0.907103825136612		avg	syn		1357	155	1158	157	True	4	1	3	1	-1	0	5	0.72960861	0.98245345	0.25284483999999996	mid	far	LD	LD
43	active	industrious	20	False	5	14	2	False		0.7878787878787878	0.7261146496815287					1357	182	1158	41	True	4	1	3	0	-1	-1	9	0.71380088	0.84013815	0.12633727000000006	mid	mid	LD	LD
44	active	quick	20	False	5	14	6	False		0.7878787878787878	0.7804878048780488					1357	1827	1158	2185	True	4	4	3	4	-1	0	5	0.86426518	0.99496349	0.13069830999999998	far	far	LD	LD
45	active	supple	20	False	5	14	3	False		0.7878787878787878	0.9473684210526316		avgstd	syn	syn	1357	58	1158	67	True	4	0	3	0	-1	0	5	0.9196455	1.04783562	0.12819012000000007	far	far	LD	LD
46	active	bustling	20	False	5	14	1	False		0.7878787878787878	0.9010989010989012		avg	syn		1357	52	1158	84	True	4	0	3	1	-1	1	6	0.71692796	0.83188022	0.11495225999999992	mid	mid	LD	LD
47	active	lively	20	False	5	14	6	False		0.7878787878787878	0.717948717948718					1357	527	1158	265	True	4	3	3	2	-1	-1	5	0.70325794	0.82385688	0.12059894000000004	mid	mid	LD	LD
48	active	ready	20	False	5	14	5	False		0.7878787878787878	0.717948717948718					1357	4013	1158	3896	True	4	4	3	4	-1	0	6	0.79690757	0.94095294	0.14404536999999995	mid	far	LD	LD
49	active	vigorous	20	False	5	14	2	False		0.7878787878787878	0.7012987012987013					1357	650	1158	249	True	4	3	3	2	-1	-1	8	0.59850165	0.66437692	0.06587527000000004	close	close	LD	LPC
50	active	busy	20	False	5	14	5	False		0.7878787878787878	0.8439306358381503		avg	syn		1357	1106	1158	1465	True	4	4	3	4	-1	0	6	0.741967	0.8760454	0.13407839999999993	mid	mid	LD	LD
51	active	mobile	20	False	5	14	5	False		0.7878787878787878	0.907103825136612		avg	syn		1357	41	1158	316	True	4	0	3	2	-1	2	4	0.91687103	0.8190835	-0.09778753000000007	far	mid	LPC	LPC
52	active	restless	20	False	5	14	3	False		0.7878787878787878	0.8372093023255813		avg	syn		1357	513	1158	340	True	4	3	3	2	-1	-1	7	0.71241768	0.85058884	0.13817115999999996	mid	mid	LD	LD
53	active	diligent	20	False	5	14	2	False		0.7878787878787878	0.7804878048780488					1357	80	1158	49	True	4	1	3	0	-1	-1	6	0.77898377	0.87971593	0.10073216000000007	mid	mid	LD	LPC
54	adequate	able	8	False	5	3	4	False		0.7421383647798743	0.6754966887417219					342	695	521	217	True	2	3	2	1	0	-2	6	0.84070739	0.72498865	-0.11571874000000004	mid	mid	LPC	LPC
55	adequate	competent	8	False	5	3	3	False		0.7421383647798743	0.717948717948718					342	415	521	208	True	2	2	2	1	0	-1	8	0.79118093	0.76449355	-0.02668738000000004	mid	mid	LPC	LPC
56	adequate	satisfactory	8	False	5	3	2	True	decent	0.7421383647798743	0.6928104575163399					342	737	521	158	True	2	3	2	1	0	-2	9	0.68098944	0.56870287	-0.11228656999999997	mid	close	LPC	LPC
57	adequate	equal	8	True	5	3	2	True		0.7421383647798743	0.717948717948718					342	1760	521	1125	True	2	4	2	3	0	-1	4	0.82514702	0.78722615	-0.037920869999999995	mid	mid	LPC	LPC
58	adequate	sufficient	8	False	5	3	1	False		0.7421383647798743	0.6928104575163399					342	1503	521	580	True	2	4	2	3	0	-1	9	0.62536091	0.47081402	-0.15454689000000005	mid	close	LPC	LPC
59	adequate	capable	8	False	5	3	5	False		0.7421383647798743	0.8023952095808383					342	955	521	881	True	2	3	2	3	0	0	7	0.7849078	0.73851433	-0.04639347000000005	mid	mid	LPC	LPC
60	adequate	fit	8	False	5	3	3	False		0.7421383647798743	0.9304812834224598		avg	syn		342	722	521	537	True	2	3	2	2	0	-1	7	0.9211906	0.8318762	-0.08931440000000002	far	mid	LPC	LPC
61	adequate	qualified	8	False	5	3	5	False		0.7421383647798743	0.7878787878787878					342	66	521	173	True	2	0	2	1	0	1	8	0.90081628	0.73960267	-0.16121361	far	mid	LPC	LPC
62	adhesive	sticky	3	False	0	1	5	False		0.8571428571428572	0.8023952095808383	avg		entry		7	33	37	305	False	0	0	0	2	0	2	8	0.63602408	0.74498664	0.10896256000000004	mid	mid	LD	LPC
63	adjacent	contiguous	6	True	5	3	3	True		0.7421383647798743	0.8235294117647058					120	34	192	37	True	1	0	1	0	0	0	10	0.53347219	0.60718322	0.07371103000000001	close	close	LD	LPC
64	adjacent	neighboring	6	True	5	3	1	True		0.7421383647798743	0.8439306358381503		avg	syn		120	248	192	145	True	1	2	1	1	0	-1	10	0.5493869	0.55929949	0.009912589999999999	close	close	LPC	LPC
65	adjacent	adjoining	6	False	5	3	0	True	neighboring	0.7421383647798743	0.7804878048780488					120	151	192	118	True	1	1	1	1	0	0	5	0.46362045	0.58758979	0.12396933999999998	close	close	LD	LD
66	adjacent	close	6	False	5	3	15	False		0.7421383647798743	0.8700564971751412		avg	syn		120	1998	192	3041	True	1	4	1	4	0	0	7	0.96336482	0.78930988	-0.17405494	far	mid	LPC	LPC
67	adjacent	near	6	False	5	3	6	False		0.7421383647798743	0.717948717948718					120	360	192	460	True	1	2	1	2	0	0	7	0.76075481	0.73398019	-0.02677461999999997	mid	mid	LPC	LPC
68	airy	ethereal	7	True	9	4	4	True		0.8439306358381503	0.9473684210526316	avg	avgstd	both	syn	167	49	127	64	True	1	0	1	0	0	0	7	0.76533322	0.745435	-0.019898220000000078	mid	mid	LPC	LPC
69	airy	joyous	7	False	9	4	1	False		0.8439306358381503	0.8764044943820225	avg	avg	both		167	355	127	88	True	1	2	1	1	0	-1	6	0.68006813	0.81728494	0.13721680999999997	mid	mid	LD	LD
70	airy	lively	7	False	9	4	6	False		0.8439306358381503	0.717948717948718	avg		entry		167	527	127	265	True	1	3	1	2	0	-1	4	0.74071453	0.70296143	-0.037753099999999984	mid	mid	LPC	LPC
71	airy	animated	7	False	9	4	2	False		0.8439306358381503	0.8764044943820225	avg	avg	both		167	155	127	230	True	1	1	1	2	0	1	6	0.79157019	0.81625009	0.024679900000000088	mid	mid	LPC	LPC
72	airy	gay	7	False	9	4	6	False		0.8439306358381503	0.9473684210526316	avg	avgstd	both	syn	167	814	127	828	True	1	3	1	3	0	0	3	0.68325868	0.95366163	0.27040295000000003	mid	far	LD	LD
73	airy	sprightly	7	False	9	4	1	False		0.8439306358381503	0.98989898989899	avg	avgstd	both	syn	167	33	127	8	False	1	0	1	0	0	0	7	0.77248103	0.80464278	0.03216174999999999	mid	mid	LD	LPC
74	alert	active	9	False	10	3	14	False		0.8023952095808383	0.7878787878787878					256	1357	278	1158	True	2	4	2	3	0	-1	5	0.71527075	0.77003403	0.05476328000000008	mid	mid	LD	LPC
75	alert	lively	9	True	10	3	6	True		0.8023952095808383	0.717948717948718					256	527	278	265	True	2	3	2	2	0	-1	5	0.80240256	0.81053224	0.008129680000000028	mid	mid	LPC	LPC
76	alert	prepared	9	False	10	3	3	False		0.8023952095808383	0.75					256	114	278	188	True	2	1	2	1	0	0	6	0.85266627	0.84816337	-0.004502899999999976	mid	mid	LPC	LPC
77	alert	vigilant	9	False	10	3	1	True	watchful	0.8023952095808383	0.8505747126436781		avg	syn		256	103	278	67	True	2	1	2	0	0	-1	6	0.56948367	0.68694828	0.11746460999999997	close	mid	LD	LD
78	alert	brisk	9	True	10	3	3	True		0.8023952095808383	0.907103825136612		avg	syn		256	155	278	157	True	2	1	2	1	0	0	5	0.71270534	0.96986603	0.2571606900000001	mid	far	LD	LD
79	alert	nimble	9	False	10	3	2	False		0.8023952095808383	0.9304812834224598		avg	syn		256	61	278	59	True	2	0	2	0	0	0	6	0.77693534	0.89635161	0.11941626999999999	mid	mid	LD	LD
80	alert	prompt	9	False	10	3	3	False		0.8023952095808383	0.8165680473372781					256	264	278	46	True	2	2	2	0	0	-2	5	0.70301326	0.75306978	0.05005652000000005	mid	mid	LD	LPC
81	alert	watchful	9	True	10	3	2	True		0.8023952095808383	0.8700564971751412		avg	syn		256	193	278	97	True	2	2	2	1	0	-1	7	0.54945978	0.69487357	0.1454137900000001	close	mid	LD	LD
82	alert	ready	9	False	10	3	5	False		0.8023952095808383	0.717948717948718					256	4013	278	3896	True	2	4	2	4	0	0	5	0.64162058	0.76264119	0.12102060999999997	mid	mid	LD	LD
83	alien	conflicting	10	False	2	2	2	False		0.9010989010989012	0.8304093567251463	avg		entry		152	132	509	166	True	1	1	2	1	1	0	8	0.83421081	0.94736357	0.11315276000000007	mid	far	LD	LD
84	alien	distant	10	False	2	2	5	False		0.9010989010989012	0.7730061349693251	avg		entry		152	1408	509	1323	True	1	4	2	4	1	0	6	0.95307716	0.90037073	-0.05270642999999997	far	mid	LPC	LPC
85	alien	inappropriate	10	False	2	2	2	False		0.9010989010989012	0.8372093023255813	avg	avg	both		152	24	509	237	True	1	0	2	2	1	2	11	0.93621695	0.94895497	0.012738019999999906	far	far	LPC	LPC
86	alien	strange	10	False	2	2	3	False		0.9010989010989012	0.6842105263157895	avg		entry		152	3534	509	2510	True	1	4	2	4	1	0	6	0.81641001	0.79419867	-0.022211340000000024	mid	mid	LPC	LPC
87	alien	contradictory	10	False	2	2	4	False		0.9010989010989012	0.7421383647798743	avg		entry		152	68	509	144	True	1	1	2	1	1	0	11	0.87097037	0.95108219	0.08011182000000006	far	far	LD	LPC
88	alien	foreign	10	True	2	2	4	True		0.9010989010989012	0.7341772151898734	avg		entry		152	2093	509	2680	True	1	4	2	4	1	0	5	0.6404015	0.7749735	0.13457200000000002	mid	mid	LD	LD
89	alien	irrelevant	10	False	2	2	1	False		0.9010989010989012	0.7421383647798743	avg		entry		152	56	509	256	True	1	0	2	2	1	2	8	0.88258865	0.83094002	-0.05164862999999997	far	mid	LPC	LPC
90	alien	unconnected	10	False	2	2	3	False		0.9010989010989012	0.9189189189189187	avg	avg	both		152	25	509	24	True	1	0	2	0	1	0	10	0.84432416	0.89086474	0.046540580000000054	mid	mid	LD	LPC
91	alien	hostile	10	False	2	2	5	False		0.9010989010989012	0.8235294117647058	avg		entry		152	463	509	405	True	1	3	2	2	1	-1	6	0.65089433	0.69882224	0.047927910000000074	mid	mid	LD	LPC
92	alien	impertinent	10	False	2	2	3	False		0.9010989010989012	0.9247311827956988	avg	avg	both		152	83	509	13	True	1	1	2	0	1	-1	8	0.90336607	0.93382874	0.030462670000000025	far	far	LD	LPC
93	alike	akin	7	False	2	1	2	False		0.8888888888888888	0.8571428571428572	avg	avg	both		190	152	90	139	True	2	1	1	1	-1	0	3	0.91113068	0.82161135	-0.08951933000000001	far	mid	LPC	LPC
94	alike	kindred	7	False	2	1	2	False		0.8888888888888888	0.9473684210526316	avg	avgstd	both	syn	190	141	90	36	True	2	1	1	0	-1	-1	6	0.88687672	0.96478244	0.07790572000000007	far	far	LD	LPC
95	alike	analogous	7	False	2	1	2	False		0.8888888888888888	0.8165680473372781	avg		entry		190	82	90	68	True	2	1	1	0	-1	-1	7	0.91605402	0.90531801	-0.010736010000000018	far	mid	LPC	LPC
96	alike	homogeneous	7	False	2	1	1	False		0.8888888888888888	0.7804878048780488	avg		entry		190	60	90	51	True	2	0	1	0	-1	0	10	0.87759235	0.9311282	0.05353584999999994	far	far	LD	LPC
97	alike	similar	7	True	2	1	5	True		0.8888888888888888	0.7730061349693251	avg		entry		190	1843	90	2718	True	2	4	1	4	-1	0	6	0.92988414	0.87587503	-0.05400910999999997	far	mid	LPC	LPC
98	alike	equal	7	False	2	1	2	False		0.8888888888888888	0.717948717948718	avg		entry		190	1760	90	1125	True	2	4	1	3	-1	-1	5	0.82536565	0.8795493	0.05418365000000003	mid	mid	LD	LPC
99	alike	identical	7	False	2	1	5	False		0.8888888888888888	0.7577639751552795	avg		entry		190	215	90	530	True	2	2	1	2	-1	0	8	0.79879189	0.80279605	0.004004160000000034	mid	mid	LPC	LPC
100	alive	active	8	True	5	7	14	True		0.8235294117647058	0.7878787878787878					1093	1357	2071	1158	True	4	4	4	3	0	-1	2	0.96377095	0.92911938	-0.034651569999999965	far	far	LPC	LPC
101	alive	quick	8	False	5	7	6	False		0.8235294117647058	0.7804878048780488					1093	1827	2071	2185	True	4	4	4	4	0	0	4	0.83777744	0.89733372	0.05955628000000002	mid	mid	LD	LPC
102	alive	alert	8	True	5	7	3	True		0.8235294117647058	0.8023952095808383					1093	256	2071	278	True	4	2	4	2	0	0	3	0.74236906	0.8284698	0.08610074000000001	mid	mid	LD	LPC
103	alive	brisk	8	False	5	7	3	False		0.8235294117647058	0.907103825136612		avg	syn		1093	155	2071	157	True	4	1	4	1	0	0	4	0.92740244	0.89986255	-0.02753989000000001	far	mid	LPC	LPC
104	alive	lively	8	False	5	7	6	False		0.8235294117647058	0.717948717948718					1093	527	2071	265	True	4	3	4	2	0	-1	3	0.81219895	0.85309877	0.04089982000000003	mid	mid	LD	LPC
105	alive	animate	8	False	5	7	3	False		0.8235294117647058	0.9010989010989012		avg	syn		1093	16	2071	16	True	4	0	4	0	0	0	4	0.93861823	0.91397204	-0.024646190000000012	far	mid	LPC	LPC
106	alive	existent	8	False	5	7	3	False		0.8235294117647058	0.9010989010989012		avg	syn		1093	9	2071	7	False	4	0	4	0	0	0	6	0.96043714	0.91255115	-0.047885990000000045	far	mid	LPC	LPC
107	alive	animated	8	True	5	7	2	True		0.8235294117647058	0.8764044943820225		avg	syn		1093	155	2071	230	True	4	1	4	2	0	1	5	0.84786672	0.84796506	9.834000000008558e-05	mid	mid	LPC	LPC
108	amiable	agreeable	10	False	5	2	3	True	cordial	0.7096774193548387	0.7096774193548387					247	595	89	97	True	2	3	1	1	-1	-2	4	0.56157687	0.58437093	0.02279405999999995	close	close	LPC	LPC
109	amiable	lovable	10	False	5	2	1	False		0.7096774193548387	0.941798941798942		avgstd	syn	syn	247	73	89	44	True	2	1	1	0	-1	-1	3	0.6522129	0.78171531	0.12950241000000007	mid	mid	LD	LD
110	amiable	pleasing	10	False	5	2	2	False		0.7096774193548387	0.7951807228915663					247	312	89	122	True	2	2	1	1	-1	-1	7	0.61940808	0.58311066	-0.036297420000000025	mid	close	LPC	LPC
111	amiable	attractive	10	False	5	2	3	False		0.7096774193548387	0.7261146496815287					247	623	89	841	True	2	3	1	3	-1	0	7	0.66540659	0.71334572	0.04793912999999994	mid	mid	LD	LPC
112	amiable	gentle	10	False	5	2	7	False		0.7096774193548387	0.6206896551724138					247	1365	89	853	True	2	4	1	3	-1	-1	5	0.65517703	0.71532304	0.06014600999999997	mid	mid	LD	LPC
113	amiable	lovely	10	False	5	2	2	False		0.7096774193548387	0.717948717948718					247	1340	89	1027	True	2	4	1	3	-1	-1	6	0.60602647	0.68805168	0.08202521000000007	mid	mid	LD	LPC
114	amiable	sweet	10	False	5	2	10	False		0.7096774193548387	0.7421383647798743					247	3316	89	2162	True	2	4	1	4	-1	0	7	0.73909156	0.74680758	0.007716020000000046	mid	mid	LPC	LPC
115	amiable	loving	10	False	5	2	1	False		0.7096774193548387	0.5915492957746479					247	659	89	316	True	2	3	1	2	-1	-1	7	0.68162239	0.76712125	0.08549885999999995	mid	mid	LD	LPC
116	amiable	pleasant	10	False	5	2	2	False		0.7096774193548387	0.6928104575163399					247	2129	89	692	True	2	4	1	3	-1	-1	7	0.69963098	0.72939565	0.029764669999999938	mid	mid	LD	LPC
117	antique	ancient	2	False	8	3	2	False		0.7730061349693251	0.5815602836879432					120	1913	350	1644	True	1	4	2	4	1	0	4	0.62035854	0.73653853	0.11617999000000001	mid	mid	LD	LD
118	antique	quaint	2	False	8	3	3	False		0.7730061349693251	0.8372093023255813		avg	syn		120	325	350	107	True	1	2	2	1	1	-1	6	0.53780592	0.71616738	0.17836145999999997	close	mid	LD	LD
119	apparent	likely	2	False	8	2	4	False		0.7878787878787878	0.7951807228915663					1035	2247	878	3376	True	4	4	3	4	-1	0	7	0.89509361	0.88140588	-0.013687730000000009	far	mid	LPC	LPC
120	apparent	probable	2	False	8	2	2	False		0.7878787878787878	0.7096774193548387					1035	796	878	168	True	4	3	3	1	-1	-2	8	0.78092356	0.77473054	-0.0061930199999999935	mid	mid	LPC	LPC
121	astute	acute	12	False	2	1	6	False		0.9304812834224598	0.7341772151898734	avg		entry		50	176	52	242	True	0	1	0	2	0	1	2	0.90580115	1.00841817	0.10261701999999984	far	far	LD	LPC
122	astute	discerning	12	False	2	1	4	False		0.9304812834224598	0.9361702127659576	avg	avgstd	both	syn	50	36	52	52	True	0	0	0	0	0	0	9	0.75973905	0.89922547	0.13948642	mid	mid	LD	LD
123	astute	penetrating	12	False	2	1	2	False		0.9304812834224598	0.9189189189189187	avg	avg	both		50	82	52	70	True	0	1	0	0	0	-1	9	0.8107584	0.90906435	0.09830594999999998	mid	mid	LD	LPC
124	astute	sharp	12	True	2	1	12	True		0.9304812834224598	0.7654320987654322	avg		entry		50	1347	52	1534	True	0	4	0	4	0	0	5	0.9756661	0.89966095	-0.07600514999999997	far	mid	LPC	LPC
125	astute	discriminating	12	False	2	1	2	False		0.9304812834224598	0.9473684210526316	avg	avgstd	both	syn	50	51	52	22	True	0	0	0	0	0	0	12	0.92040831	0.99700339	0.07659508000000004	far	far	LD	LPC
126	astute	shrewd	12	True	2	1	2	True		0.9304812834224598	0.8165680473372781	avg		entry		50	309	52	127	True	0	2	0	1	0	-1	6	0.72235123	0.75856806	0.03621682999999998	mid	mid	LD	LPC
127	astute	crafty	12	False	2	1	1	False		0.9304812834224598	0.9189189189189187	avg	avg	both		50	86	52	34	True	0	1	0	0	0	-1	5	0.63695877	0.99564987	0.35869110000000004	mid	far	LD	LD
128	astute	keen	12	False	2	1	5	False		0.9304812834224598	0.7878787878787878	avg		entry		50	868	52	234	True	0	3	0	2	0	-1	6	0.85616391	0.77287843	-0.08328548000000002	mid	mid	LPC	LPC
129	astute	cunning	12	False	2	1	3	False		0.9304812834224598	0.8439306358381503	avg	avg	both		50	374	52	109	True	0	2	0	1	0	-1	7	0.83257653	0.85582358	0.023247050000000047	mid	mid	LPC	LPC
130	astute	sagacious	12	False	2	1	2	False		0.9304812834224598	0.9637305699481864	avg	avgstd	both	syn	50	82	52	2	False	0	1	0	0	0	-1	8	0.62715088	0.87173393	0.24458305000000002	mid	mid	LD	LD
131	astute	subtle	12	False	2	1	3	False		0.9304812834224598	0.8571428571428572	avg	avg	both		50	444	52	625	True	0	2	0	3	0	1	4	0.81370173	0.73612808	-0.07757365000000005	mid	mid	LPC	LPC
